family,genus,species,origin,extin,w,mtheta,lw,lh,ic1,ic2,ic3,fcirc,t,numcham,expans,height,length,fcangle,area,fcarea,clava,chamwl,keel,bidors,biven,biconvex,lobe,double,depth
Globorotaliidae,Pulleniatina,spectabilis,5,2.59,1.826,78.538,1.173,1.428,63.017,81.017,91.58,84.5,132,4.75,1.147,383.646,550.333,77.286,142526.52,0.345355307,1.233710902,1.12520636,1,62.79,24.07,2.608641462,0.88197935,0,2
Globorotaliidae,Pulleniatina,primalis,6.4,2.59,1.992,82.967,1.122,1.224,81.055,75.808,92.037,95.2,128,4.25,1.18,286.871,352.612,89.739,86536.22,0.431454598,1.169871661,1.165704854,0.947145251,90,90,1,0.930247004,0,2
Globigerinidae,Zeaglobigerina,decoraperta,15,2.75,2.178,96.071,1.261,1.16,87.865,106.863,93.486,96.9,102,3.75,1.193,195.792,227.542,87.61,35505.85,0.368546873,1.218136894,1.03847154,0.95788853,90,90,1,0.888927536,0,2
Globorotaliidae,Menardella,multicamerata,7.25,2.98,0.966,39.2,1.153,2.589,34.836,36.284,46.479,80.1,140,7,1.003,248.356,654.756,41.086,289113.93,0.189369948,1.128175328,0.702988047,0.999903706,37.21,17.98,2.069521691,0.858258787,0,2
Globoquadrinidae,Dentoglobigerina,altispira,23.2,3.17,1.419,97.101,1.084,0.884,70.322,122.35,98.63,91.8,100,4,1.11,397.164,334.818,79.358,133430.62,0.364362393,1.110486489,1.267325227,0.952314896,90,90,1,0.877415249,0,3
Globigerinidae,Sphaeroidinellopsis,seminulina,16.4,3.19,0.938,86.522,1.382,1.446,60.257,97.426,101.882,98.4,140,4,1.01,295.031,472.831,89.229,61578.45,0.461438377,1.34241711,1.308683128,0.927504219,90,90,1,0.918244494,0,3
Globigerinidae,Sphaeroidinellopsis,paenedehiscens,7.25,3.2,1.911361818,117.195,1.259117759,1.264380041,136.04,98.35,0,95.2203016,180,3,1.279448087,338.49,427.98,90,117389.27,0.609421457,1.244223772,1.375108208,0.92432024,90,90,1,0.934320387,0,3
Globorotaliidae,Globorotalia,plesiotumida,8.58,3.77,2.377853802,64.35666667,1.27464467,2.59560564,68.55,64.99,59.53,73.59207665,180,6,1.173079944,194.34,504.43,46.08,144706.59,0.365421298,1.14512427,0.904480073,1,24.08,31.45,0.765659777,0.834041026,0,1
Globorotaliidae,Globorotalia,incisa,5.6,3.8,1.218180162,90.5,1.078575794,1.696065607,86.1,96.72,88.68,96.95858,150.38,4,1.054435581,198.76,337.11,90,68785.72,0.30426984,1.307163719,1.125840822,0.930534283,90,90,1,0.90176048,0,0
Globigerinidae,Globigerina,bulloideus,6.2,3.8,4.094727291,89.59333333,1.135426578,1.296636086,129.96,85.95,52.87,86.02278157,116.86,4,1.253051102,268.14,347.68,90,69915.41,0.345462896,1.304680952,1.028973437,0.924256416,90,90,1,0.791601618,0,3
Globorotaliidae,Clavatorella,nicobarensis,8.3,3.8,2.717362639,61.31,1.447357886,2.233810127,73.72,50.67,59.54,89.09115223,174.57,5,1.225447146,165.69,370.12,90,73530.07,0.469371102,1.651333001,0.67379523,0.982374618,90,90,1,0.710176549,0,0
Globigerinidae,Globigerinella,pseudobesa,11.9,3.8,6.957968309,68.27,1.305401194,1.39039734,103.32,81.49,20,96.65908357,149.13,4,1.207467828,306.79,426.56,90,107141.18,0.463033728,1.608360908,0.958296804,0.921741727,90,90,1,0.837562772,0,2
Globigerinidae,Sphaeroidinellopsis,kochi,13.3,3.8,0.966206445,72.37666667,1.213867572,1.449689045,66.16,82.98,67.99,93.13745205,165.94,5,1.007290524,188.13,272.73,90,140517.68,0.228826365,1.286768293,0.94666021,0.9518679,90,90,1,0.819008462,0,3
Globoquadrinidae,Dentoglobigerina,globosa,27.1,3.8,0.843,53.803,1.148,1.127,50.722,43.382,67.304,97.3,113,5.75,0.984,559.955,635,82.352,162049.06,0.352134286,1.299821172,0.956869461,0.937276064,90,90,1,0.833175996,0,3
Globigerinidae,Tenuitella,angustiumbilicata,35,3.8,2.923218706,75.69,1.228008344,1.678857848,85.9,80.63,60.54,83.48010545,153.31,4.75,1.296533435,190.5,113.47,90,16567.43,0.342981983,1.262849277,0.935478691,0.918980982,90,90,1,0.82833695,0,3
Globorotaliidae,Globoquadrina,venezuelana,37,3.8,3.296,91.685,0.987,1.014,91.751,103.697,79.607,89.6,100,3.75,1.29,657.578,668.867,89.21,188384.08,0.118587091,1.150512088,1.132133725,0.923260051,90,90,1,0.899348034,0,1
Globorotaliidae,Hirsutella,margaritae,6.8,3.85,6.89,67.084,1.051,1.971,53.56,69.369,78.324,85.7,128,5.5,1.358,212.607,434.622,53.19,135009.2,0.612528702,1.129870714,1.038211051,0.991868626,21.12,42.91,0.492192962,0.852143326,0,1
Globorotaliidae,Hirsutella,cibaoensis,7.8,4.3,2.992097423,83.96,1.377662092,1.640396071,100.44,85.73,65.71,81.76873135,127.43,4,1.304570258,248.44,407.54,68.25,79548.66,0.528280803,1.252180387,1.117124484,0.952556269,26.38,40.78,0.646885728,0.822172207,0,1
Globorotaliidae,Globoconella,conomiozea,7.1,4.4,2.195682628,83.61666667,1.136385324,1.388613573,102.42,72.66,75.77,80.56824584,156.56,4,1.20200647,343.04,476.35,73.11,139868.16,0.416375893,1.147017665,1.167536263,1,33.77,55.95,0.60357462,0.892532146,0,2
Chiloguembelinidae,Streptochilus,globigerum,11.7,4.7,,,,,,,,,,,,,,,,,,,,,,,,,
Globigerinidae,Globigerinoides.Br,seigliei,9.1,4.8,3.074492284,110.66,1.300227982,0.893629372,133.3,88.02,0,88.61652174,70.67,3,1.379322347,620.19,554.22,90,211528.68,0.522729022,1.453402578,0.905020536,0.908573725,49,42.91,1.141924959,0.843272325,0,3
Globorotaliidae,Globoquadrina,baroemoenensis,21.5,4.8,1.523,87.307,1.19,1.285,68.722,87.327,105.87,93.6,130,4.25,1.081,292.1,383.117,88.425,88254.81,0.358613542,1.319851488,1.07110095,0.926672821,90,90,1,0.870915431,0,3
Globorotaliidae,Hirsutella,juanai,9.69,4.9,1.902383955,83.65,1.061134441,1.61238267,95.18,84.85,70.92,81.55642336,146.87,5.25,1.16513154,216.27,348.71,64.51,107652.45,0.390155728,1.255826549,1.132052245,0.942190851,29.72,34.19,0.869260018,0.846987052,0,1
Globorotaliidae,Globoconella,sphericomiozea,5.6,5,2.532773499,84.14,1.311239294,1.253567728,88.02,88.27,76.13,85.50612232,180,4,1.234464306,299.21,375.08,88.37,70068.46,0.417377947,1.210235891,1.149570867,0.992674304,20.95,51.21,0.409099785,0.863305768,0,2
Globigerinidae,Globigerinoides.W,kennetti,8.3,5,1.364288098,111.115,1.173365239,1.197188014,135.88,86.35,0,95.50268993,161.94,3,1.110355407,200.57,240.12,90,39183.25,0.480293238,1.199090259,1.41173498,0.926733311,90,90,1,0.901808164,0,3
Globorotaliidae,Globorotaloides,variabilis,16.4,5,2.734639691,74.34666667,1.287581699,1.7068319,106.44,65.78,50.82,81.80677288,176.33,5,1.249477744,218.68,373.25,90,93694.38,0.442164407,1.25654802,0.909805439,0.942560975,29.29,60.1,0.487354409,0.803614042,0,1
Globorotaliidae,Globoquadrina,dehiscens,23.2,5.1,1.676,89.663,1.19,1.179,81.543,97.003,90.443,93,124,4,1.124,390.144,481.584,88.955,153845.22,0.395818278,1.130335691,1.256800242,0.92979244,57.33,90,0.637,0.867149987,0,2
Globorotaliidae,Globorotalia,merotumida,10.9,5.2,2.775,67.211,1.324,1.789,48.51,65.908,87.215,85.3,128,5.25,1.157,208.017,418.224,52.199,130922.81,0.410367147,1.156951365,1.023636175,0.999449277,38.17,19.95,1.913283208,0.837947548,0,1
Globorotaliidae,Globorotalia,lenguaensis,12.84,5.5,2.039,51.726,1.147,1.872,53.508,51.45,50.219,86.1,142,6.75,1.106,167.503,324.022,58.566,72494.3,0.348609753,1.086568627,0.931631137,0.959223598,40.96,28.81,1.421728566,0.865690213,0,1
Cassigerinellidae,Tenuitella,clemenciae,21.5,5.5,2.863,73.848,1.231,1.366,74.354,85.416,61.774,95.3,144,4.25,1.246,131.496,177.575,77.457,16616.39,0.346852114,1.266720392,0.978516204,0.931855125,90,90,1,0.818519405,0,3
Globorotaliidae,Globoconella,conoidea,15.1,5.8,1.701315317,70.33666667,1.480727226,1.900687191,86.22,55.74,69.05,81.00862273,148.77,4.75,1.123532227,363.8,691.47,57.87,211793.48,0.340594054,1.126180774,1.032073665,0.995856038,27.25,25.01,1.089564174,0.892408405,0,2
Globigerinidae,Globigerina,praebulloides,8,6.3,3.73,98.222,1.335,1.091,73.587,88.539,132.54,97.8,108,3.75,1.461,400.756,410.163,81.989,113068,0.525992146,1.352163567,1.001128792,0.942309808,90,90,1,0.888223525,0,3
Chiloguembelinidae,Streptochilus,latum,9,7.25,,,,,,,,,,,,,,,,,,,,,,,,,
Globorotaliidae,Neogloboquadrina,continuosa,23.2,7.25,2.116,92.332,1.219,1.392,69.647,98.528,108.821,96.7,165,4,1.234,151.509,221.322,89.115,38599.55,0.430834297,1.343907713,1.040620859,0.932217703,90,90,1,0.902208431,0,2
Globigerinidae,Catapsydrax,parvulus,17.3,7.45,1.845751438,77.64666667,1.232080112,1.498189104,91.76,64.78,76.4,94.09422685,150.55,4,1.152859801,129.77,194.42,90,26528.47,0.420079258,1.198529738,1.17811246,0.933651026,90,90,1,0.911555204,0,3
Globorotaliidae,Globorotalia,paralenguaensis,11.4,8,2.437,51.17,1.453,1.986,46.691,56.356,50.464,91.8,130,6.75,1.126,135.86,300.074,53.61,46123.1,0.374945093,1.074150925,0.903853854,0.951033653,44.25,15.6,2.836538462,0.838184535,0,1
Chiloguembelinidae,Streptochilus,pristinum,22,10.3,,,,,,,,,,,,,,,,,,,,,,,,,
Guembelitriidae,Jenkinsella,mayeri,23.8,10.4,1.666,59.644,1.104,1.448,59.535,56.206,63.192,95.6,134,5.5,1.091,249.238,373.063,83.198,89194.01,0.339932244,1.200490668,0.903831212,0.933726978,90,90,1,0.83528578,0,2
Globorotaliidae,Hirsutella,challengeri,15.1,10.9,1.135371299,70.90666667,1.139919564,1.621662393,85.94,64.55,62.23,86.59035284,172.83,5.25,1.049112579,132.58,215,90,19022.73,0.29597224,1.170924044,0.971997855,0.947210305,37.79,21.9,1.725570776,0.900893659,0,1
Globorotaliidae,Menardella,praemenardii,15.1,11,3.25,57.84,1.189,2.014,61.295,54.13,58.094,87.7,146,5.5,1.212,228.6,478.367,55.478,139109.93,0.446615062,1.197116953,0.974053197,0.989957511,17.68,17.34,1.019607843,0.852665354,0,1
Globigerinidae,Protentella,prolixa,12.9,11.4,4.782418938,75.61666667,1.179432435,1.863315388,77.06,86.21,63.58,90.86335477,180,5,1.371167211,143.03,266.51,90,35652.98,0.425154924,1.545320635,0.767266544,0.957148944,90,90,1,0.736406535,0,1
Globigerinidae,Zeaglobigerina,druryi,16.4,11.4,1.254,99.894,1.144,1.336,78.558,120.465,100.657,97.5,113,4,1.063,243.114,342.9,87.877,32733.32,0.40821982,1.293297859,1.102105261,0.939075006,90,90,1,0.862653743,0,2
Globigerinidae,Globigerinoides.Br,subquadratus,22.5,11.4,1.36,135.987,1.199,1.092,94.878,177.097,999,97,97,3,1.096,334.962,361.95,69.388,84808.93,0.528716257,1.446418784,1.278878525,0.928573059,90,90,1,0.88021133,0,3
Guembelitriidae,Jenkinsella,siakensis,27.1,11.4,4.53,56.609,1.312,1.569,49.33,53.992,66.506,97.6,153,6,1.264,246.225,391.367,89.743,92095.91,0.508928029,1.229199967,0.925209238,0.955187547,90,90,1,0.845184043,0,2
Globorotaliidae,Globoconella,panda,22,11.8,3.439320023,76.24333333,1.248869807,2.156519843,94.08,77.01,57.64,76.22347771,176.09,5,1.295697777,229.3,494.49,51,143880.26,0.473838663,1.176760148,1.017170001,0.995443435,34.3,24.72,1.387540453,0.927605576,0,2
Globorotaliidae,Fohsella,robusta,12.3,11.9,0.998518713,53.04,1.433231463,2.184073193,52.02,48.63,58.47,78.48949172,179.3,7.5,1.001674025,302.76,661.25,47.8,198878.94,0.155560312,1.055253679,0.823119358,0.998584963,28.44,41.42,0.686624819,0.928477528,0,2
Globigerinidae,Globigerinella,praesiphonifera,22.3,11.9,1.308877628,84.07333333,1.195586353,1.576752326,77.33,94.71,80.18,96.58022384,172.31,4.75,1.067632912,234.26,369.37,90,82903.97,0.297410848,1.351618547,0.981612756,0.922796167,90,90,1,0.871183269,0,2
Cassigerinellidae,Cassigerinella,chipolensis,33.6,11.9,1.985,69.807,1.225,1.431,81.325,64.125,63.97,95.1,146,5.5,1.134,74.141,110.524,89.374,18845.84,0.365977319,1.202525459,0.870655642,0.931560875,90,90,1,0.865285942,0,3
Globorotaliidae,Clavatorella,bermudezi,14.89,12,3.857,74.262,1.314,2.999,73.8,73.745,75.241,83,160,5,1.321,225.778,668.867,87.79,22260.11,0.464121696,1.170323102,0.944552282,0.954958761,39.44,25.66,1.537022603,0.857605573,0,1
Globorotaliidae,Fohsella,lobata,12.5,12.1,3.411465744,45.42666667,1.302495228,2.215414943,53.07,47.83,35.38,75.85954409,148.22,7.5,1.184104998,258.71,573.15,31.8,204164.94,0.30235152,1.124341235,0.731899189,0.989049915,15.85,37.91,0.418095489,0.894384323,0,2
Globigerinidae,Globigerinoides.Br,mitra,18,12.1,1.726121328,119.275,1.289982233,0.832013859,129.53,109.02,0,96.31565369,90.89,3,1.204740156,577.25,480.28,90,195503.76,0.53847839,1.554969394,1.141043107,0.912377605,90,90,1,0.885832393,0,3
Globorotaliidae,Fohsella,praefohsi,13.9,12.5,3.008,46.806,1.226,2.031,41.112,50.777,48.529,79.7,146,6.5,1.158,207.818,427.182,49.472,78553,0.445349,1.206618198,0.91923482,0.991064875,27.19,31.54,0.862079899,0.83021417,0,2
Globorotaliidae,Fohsella,peripheroacuta,14.8,12.5,2.124,41.439,1.26,1.693,34.663,43.231,46.424,90.2,138,6.75,1.079,263.407,447.793,64.406,129569.49,0.36659533,1.067166209,0.944263437,0.980822078,61.28,30.07,2.03791154,0.859241472,0,2
Guembelitriidae,Jenkinsella,acrostoma,23.2,12.5,1.734989053,79.10666667,1.053787778,1.631572157,98.28,81.71,57.33,89.5583096,165.69,4,1.144413541,155.01,252.91,90,42713.82,0.397385202,1.197578991,1.105905679,0.925674957,90,90,1,0.8619366,0,2
Globigerinidae,Sphaeroidinellopsis,disjuncta,17.6,12.6,,,,,,,,,,,,,,,,,,,,,,,,,0
Globorotaliidae,Menardella,archeomenardii,16.6,12.7,2.017239333,70.4,1.625166949,1.963368366,93.42,70.71,47.07,79.90087022,133.77,5,1.170275282,229.31,450.22,69.33,66588.05,0.366973954,1.145377651,0.953516739,0.99134644,25.73,23.42,1.098633646,0.874565127,0,3
Globigerinidae,Praeorbulina,glomerosa,16.1,13.4,4.648,95.1,0.975,1.004,89.251,93.099,102.95,99,120,1,1.485,428.978,421.452,89.335,152242.73,1.005230792,1.338957949,1.014908517,0.929095981,90,90,1,0.977382593,0,3
Globorotaliidae,Globoconella,praescitula,19.4,13.73,2.070048809,72.30666667,1.182713675,1.72629133,95.41,61.66,59.85,81.50672159,158.38,4.5,1.187173298,206.57,356.6,87.98,81274.79,0.43319952,1.204815226,1.008393181,0.988214223,26.42,29.69,0.889861906,0.900752521,0,1
Globigerinidae,Praeorbulina,circularis,15.9,13.8,6.037035007,90.06,1.056096129,1.008830232,87.37,87,95.81,98.19917077,163.56,1.25,1.558156774,315.96,318.75,90,84132.98,1.00438948,1.672026916,0.90879325,0.927860658,90,90,1,0.958378183,0,3
Globorotaliidae,Fohsella,peripheroronda,22,14.6,2.546,46.87,1.29,1.691,41.448,48.33,50.833,92.2,155,6.75,1.122,238.76,403.013,71.336,91116.51,0.419314129,1.162875429,0.898885329,0.948676844,31.93,43.88,0.727666363,0.853335449,0,2
Globigerinidae,Praeorbulina,curva,16.3,14.7,,,,,,,,,,,,,,,,,,,,,,,,,0
Globigerinidae,Globigerinoides.Br,diminutus,17.3,14.8,1.926,127.111,1.108,1.008,94.478,159.745,999,93.2,85,3,1.204,183.573,167.409,59.062,23904.21,0.511516172,1.215694637,1.37114333,0.92450367,90,90,1,0.930364449,0,3
Globigerinidae,Praeorbulina,transitoria,15.3,15,8.759,137.489,1.483,1.273,225.255,49.723,999,97.2,119,2,1.486,385.233,503.767,89.303,136426.64,0.620746945,1.847177291,0.979792065,0.924806805,90,90,1,0.892077189,0,3
Globigerinidae,Zeaglobigerina,brazieri,23.8,15,5.626068478,91.33333333,1.284419215,0.979198185,135.12,95.36,43.52,97.29355577,137.84,4,1.318831624,290.84,284.79,90,55279.46,0.51332864,1.2704214,1.017636377,0.910272918,90,90,1,0.918184885,0,2
Globigerinidae,Globigerinoides.C,sicanus,16.7,15.1,2.403,128.102,1.064,1.03,158.138,98.067,999,95.8,103,2.75,1.349,420.914,408.214,89.528,132698.31,0.909744819,1.26834859,1.250205836,0.919205252,90,90,1,0.921819718,0,3
Globorotaliidae,Fohsella,birnageae,17.6,15.1,2.128,48.709,1.075,1.634,48.254,51.851,46.02,93.3,153,6,1.109,127.694,220.689,55.421,31385.77,0.363334721,1.08091663,1.051740954,0.97060731,36.42,15.86,2.296343001,0.875272669,0,2
Globigerinidae,Globigerinatella,insueta,18.8,15.1,3.916131373,121.385,1.074504112,1.177262737,137.59,105.18,0,96.22019712,173.22,3,1.600685329,250.25,294.61,90,58023.65,0.766848345,1.331421921,1.238428217,0.928426022,90,90,1,0.927759827,0,3
Guembelitriidae,Jenkinsella,bella,21.5,15.7,1.849852187,80.88333333,1.216173501,1.491562482,88.99,86.52,67.14,80.79588278,180,5,1.147016075,178.37,266.05,90,46283.65,0.356643221,1.191226984,1.030543525,0.928219811,90,90,1,0.853445067,0,2
Guembelitriidae,Jenkinsella,semivera,29.4,15.7,1.036906419,72.14666667,1.110822975,1.51956459,78.54,68.7,69.2,80.81718904,161.76,5,1.022250796,242.53,368.54,90,93422.15,0.301822641,1.136219111,1.048361828,0.930267975,90,90,1,0.920078088,0,2
Globorotaliidae,Globoconella,miozea,16.7,15.9,1.713,70.458,1.084,1.684,56.246,61.542,93.587,87.5,138,4.5,1.11,221.436,382.085,67.986,176056.21,0.366338058,1.140391974,1.087397456,0.998671749,26.08,15.37,1.696811971,0.875863957,0,2
Globorotaliidae,Globorotaloides,suteri,39.7,16.3,,,,,,,,,,,,,,,,,,,,,,,,,
Globorotaliidae,Globoconella,incognita,21.6,16.4,2.031182303,82,1.169917156,1.379161733,90.23,70.87,84.9,96.1547235,150.61,4,1.17409224,211.15,291.21,90,47232.55,0.48309545,1.198772175,1.201794831,0.931532851,90,90,1,0.921011123,0,2
Globigerinidae,Globigerinoides.Bu,altiapertura,22.2,16.4,3.664097158,89.1,1.203981107,0.964353387,127.44,87.6,52.26,97.61311762,157.83,4,1.333793335,506.64,488.58,90,184537.56,0.616965565,1.353303983,0.960367338,0.929522554,90,90,1,0.913314905,0,3
Globigerinidae,Zeaglobigerina,connecta,22.3,16.4,1.857419401,91.89333333,1.267452403,1.379183695,103.81,83.23,88.64,97.2697611,173.82,3.5,1.320105523,193.31,266.61,90,42654.75,0.4956203,1.172540981,1.148137074,0.933266778,90,90,1,0.948405,0,2
Globigerinidae,Catapsydrax,stainforthi,22.1,16.8,1.436149115,88.47666667,1.04367286,1.485179611,97.66,88.83,78.94,90.29074042,153.68,4.5,1.090705065,305.66,453.96,90,138889.51,0.313117384,1.295989336,1.073520553,0.940445341,90,90,1,0.846546533,0,1
Globigerinidae,Zeaglobigerina,parawoodi,22.3,16.9,2.700721736,81.07,1.176169591,1.339905776,123.82,64.21,55.18,97.96178872,158.52,4,1.200504496,229.24,307.16,90,55111.94,0.459380853,1.203620963,1.08990378,0.931545645,90,90,1,0.90311253,0,3
Globorotaliidae,Globoconella,zealandica,18.2,17.3,1.904781398,78.66333333,1.300654983,1.5555979,111.6,65.42,58.97,80.20393132,157.77,4,1.18441195,236.16,367.37,65.13,73160.45,0.437869095,1.214024243,1.091513485,0.87684738,19.73,51.16,0.385652854,0.8883762,0,2
Globorotaliidae,Globoquadrina,praedehiscens,26.7,17.3,1.467774286,116.125,1.174548259,1.21053788,129.95,102.3,0,96.93065067,142.93,3,1.143249646,455.12,550.94,90,210010.2,0.502745867,1.304587167,1.334153521,0.936601304,90,90,1,0.931790161,0,2
Globigerinidae,Catapsydrax,dissimilis,37.6,17.3,1.75,92.053,1.103,1.142,94.723,94.892,86.546,97,124,4,1.148,417.871,488.882,82.96,138904.32,0.357293063,1.243743701,1.128646874,0.919794845,90,90,1,0.91551059,0,1
Globigerinidae,Catapsydrax,unicavus,40,17.3,2.116,90.045,1.081,1.14,63.604,72.546,133.984,94.7,142,4,1.162,297.318,338.667,84.72,137044.48,0.438841389,1.310721356,1.037814349,0.922942217,90,90,1,0.826343461,0,1
Globigerinidae,Globigerina,ciperoensis,22.9,18.8,1.937,74.087,1.149,1.277,66.959,65.938,89.365,96.4,121,4.75,1.143,227.263,291.432,86.619,62078.45,0.320426815,1.319707802,0.937613228,0.927204026,90,90,1,0.874384387,0,3
Globigerinidae,Globigerinoides.Bu,primordius,26.7,19.3,1.851436745,88.42666667,1.216933538,1.262580812,102.6,93.62,69.06,96.7998206,150.53,3.75,1.222884564,386.7,488.24,90,158260.78,0.501809103,1.379948101,1.001340489,0.940249423,90,90,1,0.895614953,0,3
Globorotaliidae,Globoquadrina,binaiensis,27.4,19.3,1.892,124.63,1.087,0.999,159.227,90.033,999,93.5,111,3,1.3,510.117,455.083,76.939,176544.31,0.702093769,1.310344404,1.169766503,0.90481441,90,90,1,0.89441012,0,2
Globorotaliidae,Fohsella,kugleri,23.8,21.5,3.071,48.773,1.037,1.602,53.673,47.666,44.981,90.3,144,6.25,1.161,166.255,272.473,59.512,49077.71,0.319029555,1.130909766,0.905885741,0.970150047,49.18,26.43,1.860764283,0.841643544,0,3
Globigerinidae,Globigerina,angulisuturalis,29.4,21.6,3.226551657,79.48333333,1.109889625,1.511150503,85.57,77.74,75.14,93.16284002,144.11,5,1.307933724,264.27,174.88,90,40876.61,0.337504749,1.298896603,0.954436814,0.934480136,90,90,1,0.740913846,0,3
Globigerinidae,Turborotalita,praequinqueloba,36.2,21.8,1.535552653,80.57666667,0.960175098,1.53235634,94.76,76.05,70.92,71.4915176,156.8,4,1.100488502,380.76,583.46,90,247300.28,0.313882499,1.376562872,0.944215445,0.909816125,90,90,1,0.802115616,0,1
Cassigerinellidae,Tenuitella,munda,23.2,21.9,2.689678092,87.88333333,1.100293363,1.4064932,90.49,92.26,80.9,75.26738083,175.96,4,1.277220333,127.21,178.92,90,22192.67,0.555785311,1.314515352,1.096466409,0.911945359,90,90,1,0.802547259,0,3
Globoquadrinidae,Dentoglobigerina,tripartita,38.5,24,0.596,127.494,1.002,1.301,97.438,157.549,999,89.1,103,3,0.874,469.9,604.52,79.745,106248.12,0.565711563,1.361754993,1.225678669,0.927729011,90,90,1,0.865203793,0,1
Globigerinidae,Globigerina,officinalis,43.4,24,1.9,98.958,1.148,1.433,75.89,107.108,113.875,96.4,139,4,1.204,156.633,248.356,88.571,22018.84,0.458312064,1.32678508,1.037098542,0.930326371,90,90,1,0.897614195,0,0
Cassigerinellidae,Tenuitella,gemma,34,24.3,2.072,59.799,1.143,1.95,60.133,57.956,61.309,95.8,165,5.5,1.127,55.182,120.914,89.988,14022.93,0.348290265,1.212576282,0.934187709,0.946561027,90,90,1,0.849693316,0,3
Globigerinidae,Globoturborotalita,anguliofficinalis,34.5,25,2.028,75.109,1.214,1.412,63.518,73.917,87.892,97.1,162,4.75,1.149,225.213,325.12,89.279,33685.93,0.346614744,1.277352629,0.951533334,0.924716258,90,90,1,0.825736661,0,0
Globigerinidae,Subbotina,gortanii,39.2,25,0.859,100.5,1.074,1.004,50.797,58.019,192.685,98,75,4,1.003,645.886,624.114,88.629,50428.77,0.39683974,1.289723553,1.126061303,0.920178778,90,90,1,0.890314514,0,1
Globigerinidae,Globoturborotalita,ouachitaensis,43.2,25,1.174,99.932,1.141,1.286,70.181,84.998,144.615,98.2,123,3.75,1.083,174.752,232.664,89.012,42282.15,0.334655404,1.317352803,1.093900346,0.934227159,90,90,1,0.83325831,0,0
Globigerinidae,Paragloborotalia,opima,30.3,26.3,1.286724062,76.36,1.216477578,1.444986674,77.71,77.93,73.44,86.93402906,180,5,1.053851723,266.39,384.93,90,84982.38,0.250725739,1.194014276,0.988243647,0.937435813,90,90,1,0.911659217,0,1
Globoquadrinidae,Dentoglobigerina,pseudovenezuelana,36.8,27,5,100.198,1.157,1.284,84.518,145.245,70.829,96.7,143,3.75,1.423,389.467,504.613,87.193,163287.05,0.421555537,1.243328241,1.069910602,0.930916558,90,90,1,0.850964691,0,3
Globigerinidae,Paragloborotalia,nana,47.3,27.1,2.62,84.343,1.174,1.352,76.234,79.198,97.597,97.7,144,4.75,1.242,232.833,330.2,72.317,104304.94,0.339484209,1.253625051,1.145179894,0.917609371,90,90,1,0.865354874,0,1
Globoquadrinidae,Dentoglobigerina,galavisi,38.9,27.2,4.549224553,92.42666667,1.20861656,1.221865899,139.38,89.44,48.46,85.21251691,152.7,3.5,1.326807404,305.59,373.39,90,97896.35,0.478261345,1.298041056,1.015678815,0.913968587,89.75,90,0.997222222,0.898500237,0,3
Chiloguembelinidae,Chiloguembelina,cubensis,43,28.5,1.563,180.696,1.259,0.702,184.568,175.381,182.14,97,47,2,1.249,196.273,136.896,87.121,8768.75,0.277975766,1.229941257,1.019004692,0.911718743,90,90,1,0.76574589,0,1
Hedbergellidae,Turborotalia,increbescens,39.1,30,2.112,83.196,1.178,1.084,88.939,75.901,84.748,97.3,126,4.25,1.207,320.04,394.547,66.288,88508.06,0.426303435,1.318679669,1.078841967,0.944575415,90,90,1,0.826621957,0,1
Globigerinidae,Subbotina,angiporoides,42.2,30,1.747,100.077,1.072,1.152,73,114.825,112.407,96.5,115,3.75,1.185,415.365,505.012,88.804,58026.88,0.447836589,1.225992633,1.131516737,0.943356343,90,90,1,0.934466282,0,1
Hedbergellidae,Turborotalia,ampliapertura,35,30.3,2.273,87.864,1.082,0.864,77.551,89.868,96.172,95.2,134,4,1.21,262.082,259.773,88.756,55167.58,0.433266966,1.181953135,1.172657765,0.902801981,90,90,1,0.885069323,0,1
Globigerinidae,Globoturborotalita,gnaucki,35.3,31,2.809050139,79.68,1.179687237,1.298559953,91.68,81.5,65.86,96.31752915,139.92,4.5,1.281885796,350.78,270.13,90,77014.62,0.339660703,1.497932918,0.894535029,0.931524527,90,90,1,0.806642735,0,0
Cassigerinellidae,Cassigerinella,eocaenica,38.6,31,2.169265604,83.18,1.231654272,1.567479396,96.77,90.56,62.21,91.20662607,169.07,4,1.188952015,58.24,91.29,90,4519.58,0.488740104,1.275880652,1.046281631,0.957510815,90,90,1,0.844105914,0,0
Truncorotaloididae,Acarinina,echinata,43.2,31.8,1.606,94.305,1.137,1.338,96.548,113.922,72.446,96.1,135,3.75,1.136,280.276,370.052,89.744,45372.86,0.401270716,1.227660488,1.113585349,0.93362466,90,90,1,0.927216696,0,3
Hedbergellidae,Pseudohastigerina,naguewichiensis,35.9,32,1.789,55.326,1.333,1.867,58.075,62.202,45.7,97.8,158,7,1.081,83.127,182.088,88.109,17891.84,0.265380755,1.175945145,0.796288796,0.945624787,90,90,1,0.821283816,0,3
Chiloguembelinidae,Chiloguembelina,ototara,45.8,32,1.335118349,180,1.496950434,0.661218425,180,180,180,93.63391988,46.05,2,1.155473214,174.98,115.7,90,12942.05,0.28268551,1.283851183,1.014186897,0.941775405,90,90,1,0.791380913,0,1
